datetime,temp,humidity,windspeed,cloudcover,conditions,solar_radiation,solar_energy,uv_index
14-07-2024 01:00,30.0,84.0,3.6,88.9,Partially cloudy,0.0,0.0,0.0
14-07-2024 02:00,28.9,91.25,0.7,89.6,Partially cloudy,0.0,0.0,0.0
14-07-2024 03:00,29.0,94.36,0.0,88.9,Partially cloudy,0.0,0.0,0.0
14-07-2024 04:00,29.0,94.35,3.6,88.0,"Rain, Partially cloudy",0.0,0.0,0.0
14-07-2024 05:00,28.9,90.3,1.5,89.7,Partially cloudy,0.0,0.0,0.0
14-07-2024 06:00,29.0,94.35,5.4,88.0,"Rain, Partially cloudy",0.0,0.0,0.0
14-07-2024 07:00,31.0,84.11,3.6,88.9,Partially cloudy,32.0,0.1,0.0
14-07-2024 08:00,31.0,81.15,1.6,28.1,Partially cloudy,184.0,0.7,2.0
14-07-2024 09:00,33.0,70.84,5.4,27.2,Partially cloudy,383.0,1.4,4.0
14-07-2024 10:00,34.0,63.14,7.6,27.2,Partially cloudy,575.0,2.1,6.0
14-07-2024 11:00,35.3,59.53,6.0,35.7,Partially cloudy,739.0,2.7,7.0
14-07-2024 12:00,35.0,56.27,9.4,50.0,Partially cloudy,854.0,3.1,9.0
14-07-2024 13:00,34.0,59.5,13.0,88.9,Partially cloudy,912.0,3.3,9.0
14-07-2024 14:00,35.3,55.61,7.6,88.9,Partially cloudy,909.0,3.3,9.0
14-07-2024 15:00,33.0,62.92,9.4,88.0,Partially cloudy,844.0,3.0,8.0
14-07-2024 16:00,34.0,63.13,3.6,88.0,Partially cloudy,722.0,2.6,7.0
14-07-2024 17:00,35.6,57.47,0.0,34.4,Partially cloudy,533.0,1.9,5.0
14-07-2024 18:00,34.0,56.04,5.4,27.2,Partially cloudy,351.0,1.3,4.0
14-07-2024 19:00,34.0,59.49,3.6,25.0,Partially cloudy,163.0,0.6,2.0
14-07-2024 20:00,33.6,64.04,5.4,27.2,Partially cloudy,0.0,0.0,0.0
14-07-2024 21:00,33.0,70.84,7.6,27.2,Partially cloudy,0.0,0.0,0.0
14-07-2024 22:00,32.0,74.95,7.6,27.2,Partially cloudy,0.0,0.0,0.0
14-07-2024 23:00,31.8,78.13,1.5,29.2,Partially cloudy,0.0,0.0,0.0
15-07-2024 00:00,32.0,79.46,9.4,27.2,Partially cloudy,0.0,0.0,0.0
15-07-2024 01:00,31.0,84.11,7.6,25.0,Partially cloudy,0.0,0.0,0.0
15-07-2024 02:00,30.8,81.97,2.2,29.2,Partially cloudy,0.0,0.0,0.0
15-07-2024 03:00,31.0,79.33,5.4,27.2,Partially cloudy,0.0,0.0,0.0
15-07-2024 04:00,30.0,84.0,0.0,27.2,Partially cloudy,0.0,0.0,0.0
15-07-2024 05:00,30.1,86.86,1.5,40.0,Partially cloudy,0.0,0.0,0.0
15-07-2024 06:00,31.0,89.14,5.4,27.2,Partially cloudy,0.0,0.0,0.0
15-07-2024 07:00,32.0,79.46,7.6,27.2,Partially cloudy,31.0,0.1,0.0
15-07-2024 08:00,32.8,73.63,7.6,50.3,Partially cloudy,181.0,0.7,2.0
15-07-2024 09:00,29.0,83.9,11.2,88.9,Partially cloudy,378.0,1.4,4.0
15-07-2024 10:00,25.0,100.0,14.8,100.0,Overcast,570.0,2.1,6.0
15-07-2024 11:00,28.3,85.38,6.5,60.0,"Rain, Partially cloudy",732.0,2.6,7.0
15-07-2024 12:00,30.0,84.0,13.0,88.9,Partially cloudy,850.0,3.1,9.0
15-07-2024 13:00,33.0,70.84,13.0,88.9,Partially cloudy,908.0,3.3,9.0
15-07-2024 14:00,34.0,69.38,7.3,81.3,Partially cloudy,899.0,3.2,9.0
15-07-2024 15:00,33.0,70.84,14.8,88.9,Partially cloudy,835.0,3.0,8.0
15-07-2024 16:00,33.0,70.84,11.2,88.9,Partially cloudy,698.0,2.5,7.0
15-07-2024 17:00,33.8,69.22,4.7,60.0,Partially cloudy,548.0,2.0,5.0
15-07-2024 18:00,33.0,70.84,5.4,88.9,Partially cloudy,350.0,1.3,4.0
15-07-2024 19:00,33.0,70.84,7.6,88.9,Partially cloudy,124.0,0.4,1.0
15-07-2024 20:00,32.1,76.01,4.7,42.9,Partially cloudy,0.0,0.0,0.0
15-07-2024 21:00,32.0,74.95,9.4,50.0,Partially cloudy,0.0,0.0,0.0
15-07-2024 22:00,31.0,84.11,5.4,50.0,Partially cloudy,0.0,0.0,0.0
15-07-2024 23:00,31.1,83.52,5.2,36.3,Partially cloudy,0.0,0.0,0.0
16-07-2024 00:00,31.0,89.14,9.4,27.2,Partially cloudy,0.0,0.0,0.0
16-07-2024 01:00,30.0,89.07,7.6,27.2,Partially cloudy,0.0,0.0,0.0
16-07-2024 02:00,30.6,84.95,5.2,29.2,Partially cloudy,0.0,0.0,0.0
16-07-2024 03:00,30.0,89.07,9.4,27.2,Partially cloudy,0.0,0.0,0.0
16-07-2024 04:00,30.0,89.07,5.4,27.2,Partially cloudy,0.0,0.0,0.0
16-07-2024 05:00,30.0,88.65,8.6,50.6,Partially cloudy,0.0,0.0,0.0
16-07-2024 06:00,30.0,94.4,11.2,27.2,Partially cloudy,0.0,0.0,0.0
16-07-2024 07:00,31.0,89.14,16.6,27.2,Partially cloudy,24.0,0.1,0.0
16-07-2024 08:00,32.3,81.02,8.0,35.7,Partially cloudy,134.0,0.5,1.0
16-07-2024 09:00,33.0,75.11,18.4,88.9,Partially cloudy,371.0,1.3,4.0
16-07-2024 10:00,34.0,71.01,16.6,88.9,Partially cloudy,563.0,2.0,6.0
16-07-2024 11:00,34.1,70.58,5.3,88.2,Partially cloudy,727.0,2.6,7.0
16-07-2024 12:00,35.0,59.73,14.8,88.9,Partially cloudy,842.0,3.0,8.0
16-07-2024 13:00,36.0,59.95,11.2,88.9,Partially cloudy,864.0,3.1,9.0
16-07-2024 14:00,37.4,55.9,9.6,57.4,Partially cloudy,573.0,2.1,6.0
16-07-2024 15:00,37.0,53.5,13.0,50.0,Partially cloudy,432.0,1.6,4.0
16-07-2024 16:00,37.0,50.42,9.4,50.0,Partially cloudy,522.0,1.9,5.0
16-07-2024 17:00,37.3,54.32,5.4,51.3,Partially cloudy,404.0,1.5,4.0
16-07-2024 18:00,36.0,53.26,7.6,50.0,Partially cloudy,232.0,0.8,2.0
16-07-2024 19:00,34.0,63.14,7.6,50.0,Partially cloudy,111.0,0.4,1.0
16-07-2024 20:00,34.0,67.78,4.7,34.5,Partially cloudy,0.0,0.0,0.0
16-07-2024 21:00,33.0,75.11,11.2,50.0,Partially cloudy,0.0,0.0,0.0
16-07-2024 22:00,32.0,79.46,7.6,50.0,Partially cloudy,0.0,0.0,0.0
16-07-2024 23:00,32.7,79.81,5.4,29.2,Partially cloudy,0.0,0.0,0.0
17-07-2024 00:00,32.0,84.22,5.4,27.2,Partially cloudy,0.0,0.0,0.0
17-07-2024 01:00,32.0,84.22,7.6,27.2,Partially cloudy,0.0,0.0,0.0
17-07-2024 02:00,32.0,78.26,8.8,29.2,Partially cloudy,0.0,0.0,0.0
17-07-2024 03:00,31.0,84.11,7.6,27.2,Partially cloudy,0.0,0.0,0.0
17-07-2024 04:00,31.0,89.14,11.2,27.2,Partially cloudy,0.0,0.0,0.0
17-07-2024 05:00,30.9,81.73,6.5,14.9,Clear,0.0,0.0,0.0
17-07-2024 07:00,31.0,89.14,13.0,0.0,Clear,29.0,0.1,0.0
17-07-2024 08:00,32.3,77.23,7.6,30.1,Partially cloudy,179.0,0.6,2.0
17-07-2024 09:00,33.0,75.11,13.0,50.0,Partially cloudy,376.0,1.4,4.0
17-07-2024 10:00,33.0,75.11,11.2,50.0,Partially cloudy,568.0,2.0,6.0
17-07-2024 11:00,34.8,64.32,6.5,71.3,Partially cloudy,730.0,2.6,7.0
17-07-2024 12:00,36.0,63.56,5.4,50.0,Partially cloudy,846.0,3.0,8.0
17-07-2024 13:00,36.0,59.95,11.2,50.0,Partially cloudy,907.0,3.3,9.0
17-07-2024 14:00,34.5,65.22,14.7,88.2,Partially cloudy,904.0,3.3,9.0
17-07-2024 15:00,33.0,70.84,9.4,88.9,Partially cloudy,840.0,3.0,8.0
17-07-2024 16:00,32.0,74.95,9.4,50.0,Partially cloudy,721.0,2.6,7.0
17-07-2024 17:00,34.2,68.98,2.2,49.0,Partially cloudy,555.0,2.0,6.0
17-07-2024 18:00,33.0,75.11,9.4,27.2,Partially cloudy,360.0,1.3,4.0
17-07-2024 19:00,33.0,75.11,11.2,50.0,Partially cloudy,159.0,0.6,2.0
17-07-2024 20:00,32.3,77.94,5.2,35.7,Partially cloudy,0.0,0.0,0.0
17-07-2024 21:00,32.0,79.46,9.4,50.0,Partially cloudy,0.0,0.0,0.0
17-07-2024 22:00,32.0,84.22,5.4,50.0,Partially cloudy,0.0,0.0,0.0
17-07-2024 23:00,31.7,82.43,4.1,34.5,Partially cloudy,0.0,0.0,0.0
18-07-2024 00:00,31.0,89.14,7.6,50.0,Partially cloudy,0.0,0.0,0.0
18-07-2024 02:00,30.9,85.52,4.1,81.3,Partially cloudy,0.0,0.0,0.0
18-07-2024 05:00,30.3,90.02,4.1,48.7,Partially cloudy,0.0,0.0,0.0
18-07-2024 07:00,31.0,89.14,9.4,50.0,Partially cloudy,29.0,0.1,0.0
18-07-2024 08:00,32.2,80.1,2.7,48.8,Partially cloudy,176.0,0.6,2.0
18-07-2024 09:00,33.0,75.11,7.6,27.2,Partially cloudy,372.0,1.3,4.0
18-07-2024 10:00,35.6,64.85,6.1,50.0,Partially cloudy,565.0,2.0,6.0
18-07-2024 11:00,35.5,64.71,9.1,67.1,Partially cloudy,728.0,2.6,7.0
18-07-2024 12:00,35.0,63.35,11.2,88.9,Partially cloudy,844.0,3.0,8.0
18-07-2024 13:00,26.0,94.23,18.4,100.0,Overcast,888.0,3.2,9.0
18-07-2024 14:00,28.8,90.78,8.0,89.7,"Rain, Partially cloudy",784.0,2.8,8.0
18-07-2024 15:00,31.0,84.11,9.4,88.9,Partially cloudy,522.0,1.9,5.0
18-07-2024 16:00,30.0,84.0,5.4,88.9,Partially cloudy,252.0,0.9,3.0
18-07-2024 17:00,30.8,81.23,8.0,88.4,Partially cloudy,349.0,1.3,3.0
18-07-2024 18:00,31.0,84.11,7.6,88.9,Partially cloudy,222.0,0.8,2.0
18-07-2024 19:00,30.0,89.07,5.4,50.0,Partially cloudy,141.0,0.5,1.0
18-07-2024 20:00,30.1,85.23,2.2,72.7,Partially cloudy,0.0,0.0,0.0
18-07-2024 23:00,29.2,87.41,2.2,57.1,Partially cloudy,0.0,0.0,0.0
19-07-2024 00:00,29.0,94.36,0.0,50.0,Partially cloudy,0.0,0.0,0.0
19-07-2024 02:00,28.9,88.38,0.0,36.3,Partially cloudy,0.0,0.0,0.0
19-07-2024 03:00,29.0,94.36,5.4,27.2,Partially cloudy,0.0,0.0,0.0
19-07-2024 04:00,29.0,94.36,0.0,27.2,Partially cloudy,0.0,0.0,0.0
19-07-2024 05:00,28.2,93.87,0.0,36.3,Partially cloudy,0.0,0.0,0.0
19-07-2024 07:00,30.0,89.07,0.0,27.2,Partially cloudy,28.0,0.1,0.0
19-07-2024 08:00,31.2,83.67,6.4,42.1,Partially cloudy,175.0,0.6,2.0
19-07-2024 09:00,33.0,75.11,7.6,50.0,Partially cloudy,371.0,1.3,4.0
19-07-2024 10:00,33.0,75.11,7.6,88.9,Partially cloudy,520.0,1.9,5.0
19-07-2024 11:00,34.8,67.5,2.7,57.5,Partially cloudy,688.0,2.5,7.0
19-07-2024 12:00,35.0,67.17,7.6,88.9,Partially cloudy,817.0,2.9,8.0
19-07-2024 13:00,35.0,71.19,9.4,88.9,Partially cloudy,888.0,3.2,9.0
19-07-2024 14:00,35.0,69.18,7.6,88.4,Partially cloudy,753.0,2.7,8.0
19-07-2024 15:00,35.0,67.17,11.2,88.9,Partially cloudy,537.0,1.9,5.0
19-07-2024 16:00,34.0,71.01,13.0,88.9,Partially cloudy,288.0,1.0,3.0
19-07-2024 17:00,33.8,75.13,9.0,89.7,Partially cloudy,186.0,0.7,2.0
19-07-2024 18:00,32.0,84.22,14.8,50.0,Partially cloudy,158.0,0.6,2.0
19-07-2024 19:00,31.0,89.14,11.2,50.0,Partially cloudy,82.0,0.3,1.0
19-07-2024 20:00,31.0,84.47,11.7,72.0,Partially cloudy,0.0,0.0,0.0
19-07-2024 21:00,30.0,89.07,11.2,27.2,Partially cloudy,0.0,0.0,0.0
19-07-2024 23:00,30.1,88.38,2.7,43.5,Partially cloudy,0.0,0.0,0.0
20-07-2024 00:00,29.0,88.99,7.6,27.2,Partially cloudy,0.0,0.0,0.0
20-07-2024 01:00,29.0,88.99,9.4,50.0,Partially cloudy,0.0,0.0,0.0
20-07-2024 02:00,28.9,90.07,2.2,72.0,Partially cloudy,0.0,0.0,0.0
20-07-2024 03:00,28.0,94.32,11.2,50.0,Partially cloudy,0.0,0.0,0.0
20-07-2024 05:00,28.0,94.32,5.4,27.2,Partially cloudy,0.0,0.0,0.0
20-07-2024 06:00,28.0,94.31,5.4,25.0,"Rain, Partially cloudy",0.0,0.0,0.0
20-07-2024 07:00,29.0,88.99,7.6,25.0,Partially cloudy,27.0,0.1,0.0
20-07-2024 08:00,30.0,83.87,5.2,27.1,Partially cloudy,174.0,0.6,2.0
20-07-2024 09:00,31.0,84.11,7.6,50.0,Partially cloudy,368.0,1.3,4.0
20-07-2024 10:00,33.0,75.1,7.6,50.0,Partially cloudy,560.0,2.0,6.0
20-07-2024 11:00,34.4,65.46,2.2,81.2,Partially cloudy,725.0,2.6,7.0
20-07-2024 12:00,35.0,63.35,5.4,88.9,Partially cloudy,841.0,3.0,8.0
20-07-2024 13:00,36.0,59.95,5.4,88.9,Partially cloudy,879.0,3.2,9.0
20-07-2024 14:00,36.5,57.06,6.0,71.3,Partially cloudy,656.0,2.4,7.0
20-07-2024 15:00,36.0,56.52,9.4,50.0,Partially cloudy,166.0,0.6,2.0
20-07-2024 16:00,36.0,56.52,0.0,50.0,Partially cloudy,97.0,0.3,1.0
20-07-2024 17:00,36.9,57.46,2.2,41.8,Partially cloudy,79.0,0.3,1.0
20-07-2024 18:00,36.0,56.52,5.4,27.2,Partially cloudy,47.0,0.2,0.0
20-07-2024 19:00,35.0,56.28,7.6,27.2,Partially cloudy,35.0,0.1,0.0
20-07-2024 20:00,34.1,69.45,4.7,43.5,Partially cloudy,0.0,0.0,0.0
20-07-2024 21:00,33.0,75.11,9.4,27.2,Partially cloudy,0.0,0.0,0.0
20-07-2024 22:00,33.0,75.11,7.6,27.2,Partially cloudy,0.0,0.0,0.0
20-07-2024 23:00,32.9,77.18,4.7,29.2,Partially cloudy,0.0,0.0,0.0
21-07-2024 00:00,32.0,79.46,7.6,27.2,Partially cloudy,0.0,0.0,0.0
21-07-2024 02:00,32.0,79.38,4.1,27.2,Partially cloudy,0.0,0.0,0.0
21-07-2024 04:00,31.0,89.14,7.6,27.2,Partially cloudy,0.0,0.0,0.0
21-07-2024 05:00,30.4,82.3,7.6,59.9,Partially cloudy,0.0,0.0,0.0
21-07-2024 06:00,30.0,89.07,9.4,88.9,Partially cloudy,0.0,0.0,0.0
21-07-2024 07:00,31.0,84.11,9.4,88.9,Partially cloudy,22.0,0.1,0.0
21-07-2024 08:00,29.4,95.43,4.7,82.7,"Rain, Partially cloudy",116.0,0.4,1.0
21-07-2024 09:00,32.0,79.46,7.6,88.9,Partially cloudy,129.0,0.5,1.0
21-07-2024 10:00,34.0,71.01,13.0,50.0,Partially cloudy,202.0,0.7,2.0
21-07-2024 11:00,34.9,69.99,6.5,75.3,Partially cloudy,460.0,1.7,5.0
21-07-2024 12:00,36.0,59.95,11.2,50.0,Partially cloudy,559.0,2.0,6.0
21-07-2024 13:00,36.0,59.95,11.2,50.0,Partially cloudy,252.0,0.9,3.0
21-07-2024 14:00,35.0,71.92,11.2,72.8,Partially cloudy,253.0,0.9,3.0
21-07-2024 15:00,34.0,71.01,20.5,88.9,Partially cloudy,314.0,1.1,3.0
21-07-2024 16:00,34.0,71.01,14.8,88.9,Partially cloudy,273.0,1.0,3.0
21-07-2024 17:00,34.5,70.19,9.0,72.6,Partially cloudy,201.0,0.7,2.0
21-07-2024 18:00,33.0,75.11,11.2,50.0,Partially cloudy,207.0,0.7,2.0
21-07-2024 19:00,33.0,70.84,14.8,50.0,Partially cloudy,118.0,0.4,1.0
21-07-2024 20:00,32.3,77.91,8.1,78.8,Partially cloudy,0.0,0.0,0.0
21-07-2024 21:00,32.0,74.95,13.0,88.9,Partially cloudy,0.0,0.0,0.0
21-07-2024 22:00,32.0,74.95,11.2,88.9,Partially cloudy,0.0,0.0,0.0
21-07-2024 23:00,31.9,78.13,7.3,85.9,Partially cloudy,0.0,0.0,0.0
22-07-2024 00:00,31.0,79.33,11.2,88.9,Partially cloudy,0.0,0.0,0.0
22-07-2024 02:00,30.9,84.46,8.1,88.4,Partially cloudy,0.0,0.0,0.0
22-07-2024 05:00,30.1,90.01,6.5,70.2,Partially cloudy,0.0,0.0,0.0
22-07-2024 06:00,31.0,89.14,9.4,50.0,Partially cloudy,0.0,0.0,0.0
22-07-2024 07:00,31.0,89.14,11.2,50.0,Partially cloudy,25.0,0.1,0.0
22-07-2024 08:00,31.9,83.54,7.5,29.8,Partially cloudy,170.0,0.6,2.0
22-07-2024 09:00,33.0,75.11,13.0,50.0,Partially cloudy,366.0,1.3,4.0
22-07-2024 10:00,34.0,66.98,11.2,50.0,Partially cloudy,558.0,2.0,6.0
22-07-2024 11:00,35.3,65.62,9.9,75.3,Partially cloudy,719.0,2.6,7.0
22-07-2024 12:00,35.0,63.35,11.2,88.9,Partially cloudy,783.0,2.8,8.0
22-07-2024 13:00,34.0,66.98,16.6,88.9,Partially cloudy,551.0,2.0,6.0
22-07-2024 14:00,27.6,99.62,11.7,100.0,"Rain, Overcast",451.0,1.6,5.0
22-07-2024 15:00,28.0,94.32,7.6,100.0,Overcast,617.0,2.2,6.0
22-07-2024 16:00,30.0,94.4,7.6,88.9,Partially cloudy,589.0,2.1,6.0
22-07-2024 17:00,30.1,89.1,1.5,88.4,"Rain, Partially cloudy",116.0,0.4,1.0
22-07-2024 18:00,30.0,84.0,5.4,88.9,Partially cloudy,80.0,0.3,1.0
22-07-2024 19:00,30.0,89.07,5.4,88.9,Partially cloudy,154.0,0.6,2.0
22-07-2024 20:00,29.4,92.2,2.2,59.9,Partially cloudy,0.0,0.0,0.0
22-07-2024 21:00,30.0,89.07,0.0,50.0,Partially cloudy,0.0,0.0,0.0
22-07-2024 23:00,29.1,93.03,1.0,51.3,Partially cloudy,0.0,0.0,0.0
23-07-2024 01:00,30.0,89.07,9.4,50.0,Partially cloudy,0.0,0.0,0.0
23-07-2024 02:00,28.8,93.41,2.2,51.3,Partially cloudy,0.0,0.0,0.0
23-07-2024 04:00,29.0,94.36,9.4,50.0,Partially cloudy,0.0,0.0,0.0
23-07-2024 05:00,29.0,94.31,2.7,79.8,Partially cloudy,0.0,0.0,0.0
23-07-2024 06:00,29.0,94.36,7.6,50.0,Partially cloudy,0.0,0.0,0.0
23-07-2024 07:00,30.0,94.4,11.2,50.0,Partially cloudy,25.0,0.1,0.0
23-07-2024 08:00,31.4,85.15,8.0,51.6,Partially cloudy,166.0,0.6,2.0
23-07-2024 09:00,32.0,84.22,7.6,50.0,Partially cloudy,361.0,1.3,4.0
23-07-2024 10:00,32.0,79.46,11.2,50.0,Partially cloudy,556.0,2.0,6.0
23-07-2024 11:00,33.6,76.6,6.0,72.7,Partially cloudy,711.0,2.6,7.0
23-07-2024 12:00,33.0,75.11,11.2,88.9,Partially cloudy,686.0,2.5,7.0
23-07-2024 13:00,33.0,84.32,7.6,88.9,Partially cloudy,850.0,3.1,9.0
23-07-2024 14:00,34.5,70.58,4.9,81.3,"Rain, Partially cloudy",779.0,2.8,8.0
23-07-2024 15:00,31.0,89.14,11.2,88.9,Partially cloudy,648.0,2.3,6.0
23-07-2024 16:00,34.0,75.26,7.6,50.0,Partially cloudy,628.0,2.3,6.0
23-07-2024 17:00,34.7,69.34,1.5,43.1,Partially cloudy,524.0,1.9,5.0
23-07-2024 18:00,33.0,75.11,5.4,50.0,Partially cloudy,328.0,1.2,3.0
23-07-2024 19:00,32.0,79.46,5.4,50.0,Partially cloudy,33.0,0.1,0.0
23-07-2024 20:00,32.2,80.36,1.0,50.6,Partially cloudy,0.0,0.0,0.0
23-07-2024 22:00,31.0,84.11,5.4,27.2,Partially cloudy,0.0,0.0,0.0
23-07-2024 23:00,31.0,82.91,1.5,50.6,Partially cloudy,0.0,0.0,0.0
24-07-2024 00:00,30.0,84.0,3.6,50.0,Partially cloudy,0.0,0.0,0.0
24-07-2024 03:00,30.0,84.0,5.4,50.0,Partially cloudy,0.0,0.0,0.0
24-07-2024 05:00,28.8,92.29,1.0,89.7,"Rain, Partially cloudy",0.0,0.0,0.0
24-07-2024 06:00,28.0,94.32,5.4,88.9,Partially cloudy,0.0,0.0,0.0
24-07-2024 07:00,26.0,100.0,14.8,100.0,Overcast,25.0,0.1,0.0
24-07-2024 08:00,26.1,98.89,3.6,98.0,"Rain, Overcast",160.0,0.6,2.0
24-07-2024 09:00,29.0,88.99,3.6,88.9,Partially cloudy,352.0,1.3,4.0
24-07-2024 10:00,26.4,100.0,1.0,100.0,Overcast,549.0,2.0,5.0
24-07-2024 11:00,27.9,98.25,0.6,95.6,"Rain, Overcast",699.0,2.5,7.0
24-07-2024 12:00,29.0,94.36,3.6,100.0,Overcast,624.0,2.2,6.0
24-07-2024 13:00,32.0,84.22,5.4,88.9,Partially cloudy,596.0,2.1,6.0
24-07-2024 14:00,32.7,76.44,4.9,88.4,Partially cloudy,787.0,2.8,8.0
24-07-2024 15:00,33.0,75.11,0.0,88.9,Partially cloudy,768.0,2.8,8.0
24-07-2024 16:00,32.0,79.46,0.0,88.9,Partially cloudy,639.0,2.3,6.0
24-07-2024 17:00,33.0,75.68,5.4,71.6,Partially cloudy,471.0,1.7,5.0
24-07-2024 18:00,32.0,79.46,3.6,50.0,Partially cloudy,300.0,1.1,3.0
24-07-2024 19:00,32.0,79.46,0.0,50.0,Partially cloudy,126.0,0.5,1.0
24-07-2024 20:00,31.5,86.03,4.1,55.9,Partially cloudy,0.0,0.0,0.0
24-07-2024 22:00,31.0,89.14,5.4,50.0,Partially cloudy,0.0,0.0,0.0
24-07-2024 23:00,30.7,88.7,1.5,58.4,Partially cloudy,0.0,0.0,0.0
25-07-2024 01:00,30.0,94.4,0.0,50.0,Partially cloudy,0.0,0.0,0.0
25-07-2024 02:00,30.1,92.63,1.0,60.9,Partially cloudy,0.0,0.0,0.0
25-07-2024 05:00,29.3,92.79,4.9,89.5,Partially cloudy,0.0,0.0,0.0
25-07-2024 06:00,30.0,94.4,3.6,50.0,Partially cloudy,0.0,0.0,0.0
25-07-2024 07:00,29.0,94.36,3.6,100.0,Overcast,24.0,0.1,0.0
25-07-2024 08:00,27.5,98.37,2.2,99.9,"Rain, Overcast",157.0,0.6,2.0
25-07-2024 09:00,28.0,94.32,0.0,100.0,Overcast,357.0,1.3,4.0
25-07-2024 10:00,30.0,89.07,0.0,100.0,Overcast,550.0,2.0,6.0
25-07-2024 11:00,29.8,91.05,1.0,92.8,"Rain, Overcast",713.0,2.6,7.0
25-07-2024 12:00,32.0,79.46,3.6,100.0,Overcast,832.0,3.0,8.0
25-07-2024 13:00,32.0,79.46,5.4,100.0,Overcast,892.0,3.2,9.0
25-07-2024 14:00,34.5,68.6,6.0,67.0,Partially cloudy,889.0,3.2,9.0
25-07-2024 15:00,34.0,66.98,7.6,50.0,Partially cloudy,823.0,3.0,8.0
25-07-2024 16:00,35.6,64.17,1.7,50.0,Partially cloudy,664.0,2.4,7.0
25-07-2024 17:00,34.9,66.15,2.2,58.5,Partially cloudy,364.0,1.3,4.0
25-07-2024 18:00,34.0,63.14,7.6,50.0,Partially cloudy,186.0,0.7,2.0
25-07-2024 19:00,33.0,66.78,9.4,50.0,Partially cloudy,114.0,0.4,1.0
25-07-2024 20:00,31.9,77.58,7.6,71.4,Partially cloudy,0.0,0.0,0.0
25-07-2024 21:00,31.0,84.11,7.6,88.9,Partially cloudy,0.0,0.0,0.0
25-07-2024 23:00,30.9,85.31,1.0,57.1,Partially cloudy,0.0,0.0,0.0
26-07-2024 01:00,30.0,89.07,3.6,50.0,Partially cloudy,0.0,0.0,0.0
26-07-2024 02:00,30.1,91.47,0.0,67.0,Partially cloudy,0.0,0.0,0.0
26-07-2024 03:00,30.0,94.4,7.6,88.9,Partially cloudy,0.0,0.0,0.0
26-07-2024 05:00,27.1,97.25,7.0,96.8,"Rain, Overcast",0.0,0.0,0.0
26-07-2024 06:00,28.0,94.32,9.4,100.0,Overcast,0.0,0.0,0.0
26-07-2024 07:00,28.0,98.95,5.1,91.1,Overcast,23.0,0.1,0.0
26-07-2024 08:00,28.2,97.83,3.6,96.6,"Rain, Overcast",161.0,0.6,2.0
26-07-2024 09:00,28.4,97.91,5.8,89.1,Partially cloudy,357.0,1.3,4.0
26-07-2024 10:00,31.0,84.11,11.2,88.9,Partially cloudy,546.0,2.0,5.0
26-07-2024 11:00,31.4,85.35,1.0,88.5,Partially cloudy,716.0,2.6,7.0
26-07-2024 12:00,33.0,70.84,7.6,88.9,Partially cloudy,830.0,3.0,8.0
26-07-2024 13:00,33.0,70.84,9.4,88.9,Partially cloudy,874.0,3.1,9.0
26-07-2024 14:00,32.4,76.89,5.7,92.8,Overcast,744.0,2.7,7.0
26-07-2024 15:00,32.0,74.95,7.6,88.9,Partially cloudy,803.0,2.9,8.0
26-07-2024 16:00,33.0,75.11,5.4,88.9,Partially cloudy,674.0,2.4,7.0
26-07-2024 17:00,33.0,76.91,1.0,88.5,Partially cloudy,374.0,1.3,4.0
26-07-2024 18:00,33.0,75.11,3.6,88.9,Partially cloudy,110.0,0.4,1.0
26-07-2024 19:00,32.0,79.46,3.6,88.9,Partially cloudy,49.0,0.2,0.0
26-07-2024 20:00,32.0,84.96,0.0,59.9,Partially cloudy,0.0,0.0,0.0
26-07-2024 21:00,32.0,84.22,5.4,88.9,Partially cloudy,0.0,0.0,0.0
26-07-2024 22:00,31.0,94.44,7.6,88.9,Partially cloudy,0.0,0.0,0.0
26-07-2024 23:00,30.8,89.76,3.2,81.3,Partially cloudy,0.0,0.0,0.0
27-07-2024 01:00,30.0,94.4,0.0,88.9,Partially cloudy,0.0,0.0,0.0
27-07-2024 02:00,29.9,91.99,1.0,81.3,Partially cloudy,0.0,0.0,0.0
27-07-2024 03:00,29.0,100.0,0.0,88.9,Partially cloudy,0.0,0.0,0.0
27-07-2024 05:00,29.2,94.32,0.9,58.4,Partially cloudy,0.0,0.0,0.0
27-07-2024 07:00,30.0,94.4,7.6,50.0,Partially cloudy,23.0,0.1,0.0
27-07-2024 08:00,30.2,91.46,7.5,78.2,Partially cloudy,162.0,0.6,2.0
27-07-2024 09:00,33.0,79.6,3.6,50.0,Partially cloudy,354.0,1.3,4.0
27-07-2024 10:00,32.0,89.22,7.6,88.9,Partially cloudy,533.0,1.9,5.0
27-07-2024 11:00,33.8,75.05,1.0,88.3,Partially cloudy,602.0,2.2,6.0
27-07-2024 12:00,34.0,75.26,5.4,88.9,Partially cloudy,815.0,2.9,8.0
27-07-2024 13:00,35.0,67.17,5.4,88.9,Partially cloudy,879.0,3.2,9.0
27-07-2024 14:00,35.0,68.91,1.5,89.6,Partially cloudy,649.0,2.3,6.0
27-07-2024 15:00,33.0,70.84,16.6,88.9,Partially cloudy,409.0,1.5,4.0
27-07-2024 16:00,33.0,70.84,5.4,88.9,Partially cloudy,236.0,0.8,2.0
27-07-2024 17:00,33.8,73.28,2.2,81.2,Partially cloudy,351.0,1.3,4.0
